id,name,year,runtime,rating,genre,image,description,director,stars
5229,"Film Stars Don't Die in Liverpool",2017,105,6.7,"Biography, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYTEzNWZjNWMtZDUxYi00M2MwLTk1NmYtMTVmYTg5ZDAwMTBhXkEyXkFqcGdeQXVyNDE0MzQxNjQ@._V1_.jpg,"A romance sparks between a young actor and a Hollywood leading lady.","Paul McGuigan","['Annette Bening', 'Jamie Bell', 'Kenneth Cranham', 'Julie Walters']"
5230,"Seems Like Old Times",1980,102,6.7,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BZWU2NWQ2NjYtNmM5My00NzIwLWFhOWQtZTA0NGFjNTAzNDE0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be Attorney General of California.","Jay Sandrich","['Goldie Hawn', 'Chevy Chase', 'Charles Grodin', 'Robert Guillaume']"
5231,"M. Butterfly",1993,101,6.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BODhhMGEwOGEtNDJjMi00OWQ1LThlZjItNTk3Y2IzZThlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.","David Cronenberg","['Jeremy Irons', 'John Lone', 'Barbara Sukowa', 'Ian Richardson']"
5232,Zulu,2013,110,6.7,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjA0NjE1OTI0M15BMl5BanBnXkFtZTgwMDkyNTM3MDE@._V1_.jpg,"Policemen Ali Sokhela and Brian Epkeen investigate the brutal murder of a young white woman, apparently provoked by the availability of a new illegal drug and somehow connected to the disappearance of black street children.","Jérôme Salle","['Orlando Bloom', 'Forest Whitaker', 'Conrad Kemp', 'Inge Beckmann']"
5233,"The Last Supper",1995,92,6.7,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BZjY5MjY3MjktM2QyMy00ZTNmLWFkYTctOTVlNjljYzExNjI5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.","Stacy Title","['Cameron Diaz', 'Ron Eldard', 'Annabeth Gish', 'Ron Perlman']"
5234,"The Jane Austen Book Club",2007,106,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTY5MTYwMzM3MF5BMl5BanBnXkFtZTcwOTAxODM1MQ@@._V1_.jpg,"Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels.","Robin Swicord","['Kathy Baker', 'Hugh Dancy', 'Amy Brenneman', 'Maria Bello']"
5235,"A Boy Called Christmas",2021,106,6.7,"Adventure, Drama, Family",https://m.media-amazon.com/images/M/MV5BNzU1ZmM1ZWUtZWY4Mi00N2QzLWEyNjUtYTJmN2ZhOTYwMDdmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"In this origin story of Father Christmas, an ordinary boy--with a loyal pet mouse and a reindeer at his side--sets out on an extraordinary adventure to find his father, who is on a quest to discover the fabled village of Elfhelm.","Gil Kenan","['Maggie Smith', ""Isabella O'Sullivan"", 'Joel Fry', 'Eden Lawrence']"
5236,"Rebel in the Rye",2017,106,6.7,"Biography, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTUyMDQ2ODI0M15BMl5BanBnXkFtZTgwMDY0NDYxMzI@._V1_.jpg,"The life of celebrated but reclusive author, J.D. Salinger, who gained worldwide fame with the publication of his novel, ""The Catcher in the Rye"".","Danny Strong","['Nicholas Hoult', 'Kevin Spacey', 'Victor Garber', 'Hope Davis']"
5237,"Reign of the Supermen",2019,87,6.7,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BNmFlNDJkMWItYTQ0MC00ZGZjLWE5ZTEtYzdkMzg5OWM4MjdlXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_.jpg,"After the death of Superman, several new people present themselves as possible successors.","Sam Liu","[""Jerry O'Connell"", 'Rebecca Romijn', 'Rainn Wilson', 'Patrick Fabian']"
5238,"The Pirates of Somalia",2017,116,6.7,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BMWZlYzdlMWYtNDg4MS00N2M0LTk1NzctZmE1NzRlMzVlYjg3XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"In 2008, rookie journalist Jay Bahadur forms a half-baked plan to embed himself with the pirates of Somalia. He ultimately succeeds in providing the first close-up look into who these men are, how they live, and the forces that drive them.","Bryan Buckley","['Al Pacino', 'Evan Peters', 'Melanie Griffith', 'Barkhad Abdi']"
5239,"Cheap Thrills","I 2013",88,6.7,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMTY2Mzg0NDE4OV5BMl5BanBnXkFtZTgwMzYyMDI4MDE@._V1_.jpg,"A scheming couple put a struggling family man and his old friend through a series of increasingly twisted dares over the course of an evening at a local bar.","E.L. Katz","['Pat Healy', 'Ethan Embry', 'Sara Paxton', 'David Koechner']"
5240,"The Curse of the Jade Scorpion",2001,103,6.7,"Comedy, Crime, Mystery",https://m.media-amazon.com/images/M/MV5BMzViMTNjNGUtMTQyNy00NTRhLWIzODEtYzJkM2YyNTg3YjMwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_.jpg,"An insurance investigator and an efficency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.","Woody Allen","['Greg Stebner', 'Woody Allen', 'John Tormey', 'John Schuck']"
5241,Mirrormask,2005,101,6.7,"Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BMGEyMjcyNDctYWVkNy00ZDEyLTgxMDUtNWY0ZWIyNWMzNGJlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_.jpg,"In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home.","Dave McKean","['Stephanie Leonidas', 'Jason Barry', 'Rob Brydon', 'Gina McKee']"
5242,"Cold in July",2014,109,6.7,"Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMTc4NTU4MTY2Nl5BMl5BanBnXkFtZTgwNDM5MjQ2MTE@._V1_.jpg,"When a protective father meets a murderous ex-con, both need to deviate from the path they are on as they soon find themselves entangled in a downwards spiral of lies and violence while having to confront their own inner psyche.","Jim Mickle","['Michael C. Hall', 'Sam Shepard', 'Don Johnson', 'Vinessa Shaw']"
5243,Happythankyoumoreplease,2010,100,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BNTk3NDgwODQ5NF5BMl5BanBnXkFtZTcwMTY5MjMzNA@@._V1_.jpg,"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved.","Josh Radnor","['Josh Radnor', 'Malin Akerman', 'Zoe Kazan', 'Michael Algieri']"
5244,"8-Bit Christmas",2021,97,6.7,"Comedy, Family",https://m.media-amazon.com/images/M/MV5BNDFkMDMxN2MtOThlZi00OWExLWFlMGMtYzI3NjhhNzFlODkzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,"In 1980s Chicago, a 10-year-old sets out on a quest to get the Christmas gift of his generation: the latest and greatest video-game system.","Michael Dowse","['Winslow Fegley', 'Neil Patrick Harris', 'Steve Zahn', 'June Diane Raphael']"
5245,SubUrbia,1996,121,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMjllMGZhMjctNTU0MS00ZDgzLTg1YTgtMDM2N2NmMzc0OTY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg,"A group of suburban teenagers try to support each other through the difficult task of becoming adults.","Richard Linklater","['Giovanni Ribisi', 'Steve Zahn', 'Jayce Bartok', 'Amie Carey']"
5246,"Behind the Mask: The Rise of Leslie Vernon",2006,92,6.7,"Comedy, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BMjE5MDE3MTQxOV5BMl5BanBnXkFtZTcwNDY0NzA0MQ@@._V1_.jpg,"The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.","Scott Glosserman","['Nathan Baesel', 'Angela Goethals', 'Zelda Rubinstein', 'Robert Englund']"
5247,"All the Real Girls",2003,108,6.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTQ2MTI5NDY2M15BMl5BanBnXkFtZTYwNDc1MDI3._V1_.jpg,"Small-town love story of a young man with a reputation for womanizing and his best friend's sister.","David Gordon Green","['Zooey Deschanel', 'Paul Schneider', 'Patricia Clarkson', 'Shea Whigham']"
5248,"War and Peace",1956,208,6.7,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"Napoleon's tumultuous relations with Russia, including his disastrous 1812 invasion, serve as the backdrop for the tangled personal lives of two aristocratic families.","King Vidor","['Audrey Hepburn', 'Henry Fonda', 'Mel Ferrer', 'Vittorio Gassman']"
5249,Mili,2022,127,6.7,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMDc5Y2ZhNWYtNDU1ZS00MmI0LWIyMTEtMDVjZWUzOWQxMjRlXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_.jpg,"Janhvi Kapoor as a woman stuck in a freezer fighting to stay alive. 'Mili' is the official Hindi remake of the Malayalam thriller 'Helen'.","Mathukutty Xavier","['Janhvi Kapoor', 'Manoj Pahwa', 'Sunny Kaushal', 'Deepak Simwal']"
5250,"The Legend of Hell House",1973,95,6.7,Horror,https://m.media-amazon.com/images/M/MV5BYmNhYzBiMzItZjQ1Mi00ZmY2LWJiNDUtYWQ5MzMxNjEzMmZiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"A physicist, his wife and two mediums are hired to investigate the Belasco House, where 27 guests had inexplicably died in 1927, along with most of a team of paranormal investigators that was sent in the early 1950s.","John Hough","['Roddy McDowall', 'Gayle Hunnicutt', 'Pamela Franklin', 'Clive Revill']"
5251,"Snabba cash",2010,124,6.7,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMzQ5OTkyNjAxMF5BMl5BanBnXkFtZTcwNTIyNzc5Nw@@._V1_.jpg,"When JW becomes a drug runner in order to maintain his double life, his fate becomes tied to two other men: Jorge, a fugitive on the run from both the Serbian mafia and the police, and mafia enforcer Mrado, who is on the hunt for Jorge.","Daniel Espinosa","['Joel Kinnaman', 'Matias Varela', 'Dragomir Mrsic', 'Lisa Henni']"
5252,"Flirting with Disaster",1996,92,6.7,Comedy,https://m.media-amazon.com/images/M/MV5BZWU5ZmIwMzktZjNmMy00Y2U3LTg4ZDctMjI4OWVlM2UwYjE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.","David O. Russell","['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore']"
5253,"El fotógrafo de Mauthausen",2018,110,6.7,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BYzQzMGEzZGMtYzVjZi00OGYwLWJmYWMtNGE2OTUwNzc2MGEwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_.jpg,"Based on real events, Francesc Boix is a Spaniard inmate in the Nazi concentration camp of Mauthausen in Austria who tries to save the evidences of the horrors committed inside its walls.","Mar Targarona","['Mario Casas', 'Richard van Weyden', 'Alain Hernández', 'Adrià Salazar']"
5254,"Los ojos de Julia",2010,118,6.7,"Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNDQ1MTFkMWYtYTUxZC00NmIwLTgzMzYtOTRkYjc3NjA5ZjU1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.","Guillem Morales","['Belén Rueda', 'Lluís Homar', 'Pablo Derqui', 'Francesc Orella']"
5255,"The Shipping News",2001,111,6.7,Drama,https://m.media-amazon.com/images/M/MV5BNzVlZjU0ODQtMWMwMS00M2Y5LThkNTYtZTFmN2M0YzhiOTc1XkEyXkFqcGdeQXVyODg0OTM4NTc@._V1_.jpg,"An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.","Lasse Hallström","['Kevin Spacey', 'Julianne Moore', 'Judi Dench', 'Cate Blanchett']"
5256,"Mo' Better Blues",1990,129,6.7,"Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BYmMwY2ZhZjctZTg1Ny00NjNjLThkOTQtZGY2NzA1ODBjMzA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Jazz trumpeter Bleek Gilliam makes questionable decisions in his professional and romantic lives.","Spike Lee","['Denzel Washington', 'Spike Lee', 'Wesley Snipes', 'Giancarlo Esposito']"
5257,Elegy,"I 2008",112,6.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTIxOTQ4OTEwN15BMl5BanBnXkFtZTcwNzI5ODc3MQ@@._V1_.jpg,"Cultural critic, David Kepesh, finds his life, which he indicates is a state of ""emancipated manhood,"" thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.","Isabel Coixet","['Ben Kingsley', 'Penélope Cruz', 'Patricia Clarkson', 'Dennis Hopper']"
5258,"The Giant Mechanical Man",2012,95,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTQwNjQwMjg0M15BMl5BanBnXkFtZTcwNjA3ODE2Nw@@._V1_.jpg,"An offbeat romantic comedy about a silver-painted street performer and the soft spoken zoo worker who falls for him.","Lee Kirk","['Jenna Fischer', 'Chris Messina', 'Topher Grace', 'Malin Akerman']"
5259,"Witchfinder General",1968,86,6.7,"Drama, Horror",https://m.media-amazon.com/images/M/MV5BMTk1OTMyMDctNTU1Ni00MDk2LTlmMWEtOTFjNDZlNzViN2M1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A young soldier seeks to put an end to the evils caused by a vicious witch-hunter when the latter terrorizes his fiancée and kills her uncle.","Michael Reeves","['Vincent Price', 'Ian Ogilvy', 'Rupert Davies', 'Patrick Wymark']"
5260,"The Children Act",2017,105,6.7,Drama,https://m.media-amazon.com/images/M/MV5BODUwOTk1MzI3NF5BMl5BanBnXkFtZTgwNTI4NDE3NTM@._V1_.jpg,"As her marriage crumbles, a judge must decide a case involving a teenage boy who is refusing a blood transfusion on religious principle.","Richard Eyre","['Emma Thompson', 'Stanley Tucci', 'Reena Lalbihari', 'Dominic Carter']"
5261,"Coco avant Chanel",2009,105,6.7,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BMTA0NjYzMzQxNzBeQTJeQWpwZ15BbWU3MDI2MDA0ODI@._V1_.jpg,"The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world.","Anne Fontaine","['Audrey Tautou', 'Benoît Poelvoorde', 'Alessandro Nivola', 'Marie Gillain']"
5262,"The Paper",1994,112,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BOThhZDU0MmItMDYxNy00MTZlLWI4NmYtNmZkZmYwMzJiZDMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.","Ron Howard","['Michael Keaton', 'Glenn Close', 'Robert Duvall', 'Marisa Tomei']"
5263,Fido,2006,93,6.7,"Comedy, Drama, Horror",https://m.media-amazon.com/images/M/MV5BNzQwMzYyMDQtZTc1Yi00YzU4LThlM2ItYTM5Mjc5NGViNjRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Space radiation turns the dead into Zombies. Zomcon fights zombies and finds ways to pacify and use them. On pre-teen Timmy's (Kesun Loder's) 1950s suburban street, they all have a zombie doing menial chores. Timmy's zombie becomes his pet and friend, and is named Fido (Sir Billy Connolly).","Andrew Currie","['Kesun Loder', 'Billy Connolly', 'Carrie-Anne Moss', 'David Kaye']"
5264,"In a World...",2013,93,6.7,Comedy,https://m.media-amazon.com/images/M/MV5BMTU0NzE0Mzg3M15BMl5BanBnXkFtZTcwNzY2MDY3OQ@@._V1_.jpg,"An underachieving voice coach finds herself competing in the movie trailer voice-over profession against her arrogant father and his protégé.","Lake Bell","['Lake Bell', 'Fred Melamed', 'Michaela Watkins', 'Rob Corddry']"
5265,"Obvious Child",2014,84,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BODIxMmFmNDUtOGJjZS00N2Y3LWE2ZDMtMjA5OTY2YTY3MzAyXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.","Gillian Robespierre","['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann', 'Gabe Liedman']"
5266,"Big Nothing",2006,86,6.7,"Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BYWJlMmQ0OGQtYjhjMC00NTBhLWIxMzEtY2FjZWQ3NzBmNThhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"A frustrated, unemployed professor joins forces with a scammer and a friend of his in a blackmailing scheme.","Jean-Baptiste Andrea","['David Schwimmer', 'Simon Pegg', 'Alice Eve', 'Jon Polito']"
5267,"Fever Pitch",1997,102,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BZWZlYTEzNzMtZTgzZC00NmM4LTgwOTEtM2ZhNzZiNWNiY2RhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,"A sports fan's romantic courtship clashes with his obsession with his favorite football team.","David Evans","['Colin Firth', 'Ruth Gemmell', 'Luke Aikman', 'Bea Guard']"
5268,Girlfight,2000,110,6.7,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BZmQ0YTQxNzItYjM0NC00NzJjLWI5ZmItYjFmMWJlNzI0N2FmXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,"Diana, without her father knowing it, trains as a boxer and achieves impressive success, blazing new trails for female boxers.","Karyn Kusama","['Michelle Rodriguez', 'Douglas Santiago', 'Jamie Tirelli', 'Paul Calderon']"
5269,Palindromes,2004,100,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMTJkNmUzYzAtMWIxMy00Zjc2LWFjYmUtMGE4MmUzYmVlMDAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Aviva is thirteen, awkward and sensitive. Her mother Joyce is warm and loving, as is her father, Steve, a regular guy who does have a fierce temper from time to time. The film revolves around her family, friends and neighbors.","Todd Solondz","['Jennifer Jason Leigh', 'Ellen Barkin', 'Stephen Adly Guirgis', 'Matthew Faber']"
5270,Redbelt,2008,99,6.7,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTUzMzQxODQzM15BMl5BanBnXkFtZTcwMjIwMDM2MQ@@._V1_.jpg,"A fateful event leads to a job in the film business for top mixed-martial arts instructor Mike Terry. Though he refuses to participate in prize bouts, circumstances conspire to force him to consider entering such a competition.","David Mamet","['Chiwetel Ejiofor', 'Tim Allen', 'Emily Mortimer', 'Max Martini']"
5271,Atlantique,2019,106,6.7,"Drama, Fantasy, Mystery",https://m.media-amazon.com/images/M/MV5BYzk5Nzk3ODctN2QwMy00ODAxLTg4YWItMzI1N2Q3NWFjZmNhXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg,"In a popular suburb of Dakar, workers on the construction site of a futuristic tower, without pay for months, decide to leave the country by the ocean for a better future. Among them is Souleiman, the lover of Ada, promised to another.","Mati Diop","['Mame Bineta Sane', 'Amadou Mbow', 'Traore', 'Nicole Sougou']"
5272,"Morvern Callar",2002,97,6.7,Drama,https://m.media-amazon.com/images/M/MV5BMTBjZmUxOTctYTM0Ni00ZjI0LTk5MDEtZWE2YzdlYzA5MzBmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"After her beloved boyfriend's suicide, a mourning supermarket worker and her best friend hit the road in Scotland, but find that grief is something that you can't run away from forever.","Lynne Ramsay","['Samantha Morton', 'Kathleen McDermott', 'Linda McGuire', 'Paul Popplewell']"
5273,"State and Main",2000,105,6.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMWVhMDM4OTgtMDVhOC00ODhlLWFjM2ItZjRjNGVjZDMyMzZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.","David Mamet","['Philip Seymour Hoffman', 'William H. Macy', 'Rebecca Pidgeon', 'Michael Higgins']"
5274,"The Bridge at Remagen",1969,115,6.7,"Action, Drama, War",https://m.media-amazon.com/images/M/MV5BMTFhYmZiMDAtNmVjOS00NmZlLWFiMjctMmVmN2M1YjQ2NzA3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"As the Allied armies close in, the Germans decide to blow up the last Rhine bridge, trapping their own men on the wrong side. But will it happen?","John Guillermin","['George Segal', 'Robert Vaughn', 'Ben Gazzara', 'Bradford Dillman']"
5275,"Forbrydelsens element",1984,104,6.7,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjZjZTdjYWYtNmZjNC00MDUzLThiNzMtMzgxYTFmMTk5MGJkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,"A cop in a dystopian Europe investigates a serial killings suspect using controversial methods written by his now disgraced former mentor.","Lars von Trier","['Michael Elphick', 'Esmond Knight', 'Me Me Lai', 'Jerold Wells']"
5276,Comet,2014,91,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTgwMTE4NzAwOF5BMl5BanBnXkFtZTgwNzE0MjkxMzE@._V1_.jpg,"Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.","Sam Esmail","['Justin Long', 'Emmy Rossum', 'Kayla Servi', 'Eric Winter']"
5277,Cypher,2002,95,6.7,"Mystery, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BMzdiZGMzNmEtYWYzYi00ZjA5LWI0NzYtMzAzYmZjNWZmNDhkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.","Vincenzo Natali","['Jeremy Northam', 'Lucy Liu', 'Nigel Bennett', 'Timothy Webber']"
